Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
GetRoleText,,,Accessibility,MSAA 1.0 or later,Oleacc.h,,Oleacc.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetStateText,,,Accessibility,MSAA 1.0 or later,Oleacc.h,,Oleacc.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
LresultFromObject,,,Accessibility,MSAA 1.0 or later,Oleacc.h,,Oleacc.lib,,,,function
NotifyWinEvent,,,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,User32.lib,,,,function
SetWinEventHook,,,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,User32.lib,,,,function
UnhookWinEvent,,,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,User32.lib,,,,function
WindowFromAccessibleObject,,,Accessibility,MSAA 1.0 or later,Oleacc.h,,Oleacc.lib,,,,function
IAccessible,,,Accessibility,MSAA 1.0 or later,Oleacc.h,,Oleacc.lib,,,,interface
IAccIdentity,,,Accessibility,MSAA 2.0,initguid.h and oleacc.h (include initguid.h in one file prior to including oleacc.h),,,,,,interface
IAccPropServer,,,Accessibility,MSAA 2.0,initguid.h and oleacc.h (include initguid.h in one file prior to including oleacc.h),,,,,,interface
IAccPropServices,,,Accessibility,MSAA 2.0,initguid.h and oleacc.h (include initguid.h in one file prior to including oleacc.h),,,,,,interface
WM_GETOBJECT,,,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,message
ACCESSTIMEOUT,Windows NT 3.5 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
FILTERKEYS,Windows NT 3.5 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
HIGHCONTRAST,Windows NT 3.1 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
MOUSEKEYS,Windows NT 3.5 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
MSAAMENUINFO,,,Accessibility,MSAA 2.0 or later,Oleacc.h,,,,,,structure
SERIALKEYS,Windows NT 3.51 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
SOUNDSENTRY,Windows NT 3.1 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
STICKYKEYS,Windows NT 3.5 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
TOGGLEKEYS,Windows NT 3.5 or later,Windows 95 or later,Accessibility,MSAA 1.0 or later,Winuser.h,Windows.h,,,,,structure
BFFCallBack,Windows 2000 or later,,ADS,,Shlobj.h,,,,,,callback function
SyncUpdateProc,Windows 2000 or later,,ADS,,Ntdsapi.h,,,,,,callback function
DS_NAME_ERROR,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DS_NAME_FLAGS,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DS_NAME_FORMAT,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DS_REPL_INFO_TYPE,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DS_REPL_OP_TYPE,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DS_SPN_NAME_TYPE,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DS_SPN_WRITE_OP,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,,,,,enumeration
DsAddressToSiteNames,Windows 2000 or later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsAddSidHistory,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBackupClose,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupEnd,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupFree,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupGetBackupLogs,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBackupGetDatabaseNames,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBackupOpenFile,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBackupPrepare,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBackupRead,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupTruncateLogs,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBind,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBindWithCred,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBindWithSpn,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsBrowseForContainer,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Dsclient.h,,Dsuiext.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsClientMakeSpnForTargetServer,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsCrackNames,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsCrackSpn,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsDeregisterDnsHostRecords,Windows 2000 or later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsEnumerateDomainTrusts,Windows 2000 or later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreeDomainControllerInfo,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreeNameResult,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreePasswordCredentials,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsFreeSchemaGuidMap,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreeSpnArray,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetDcName,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetDcSiteCoverage,Windows 2000 or later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetDomainControllerInfo,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetSiteName,Windows 2000 or later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetSpn,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsInheritSecurityIdentity,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsIsNTDSOnline,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListDomainsInSite,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListInfoForServer,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListRoles,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListServersForDomainInSite,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListServersInSite,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListSites,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsMakePasswordCredentials,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsMakeSpn,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsMapSchemaGuids,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsQuoteRdnValue,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRemoveDsDomain,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRemoveDsServer,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaAdd,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaConsistencyCheck,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsReplicaDel,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaGetInfo,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented only as Unicode.,function
DsReplicaModify,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaSync,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaSyncAll,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsReplicaUpdateRefs,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestoreEnd,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsRestoreGetDatabaseLocations,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestorePrepare,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestoreRegister,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestoreRegisterComplete,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsRoleFreeMemory,Windows 2000 or later,,ADS,,Dsrole.h,,Netapi32.lib,,,,function
DsRoleGetPrimaryDomainInformation,Windows 2000 or later,,ADS,,Dsrole.h,,Netapi32.lib,,,,function
DsServerRegisterSpn,Windows 2000 or later (or Windows NT 4.0 SP6a or later with Active Directory Client Extension),Windows 95/98 (with IE 4.01 or later and Active Directory Client Extension). Not supported on Windows Me,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsSetAuthIdentity,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsSetCurrentBackupLog,Windows 2000 or later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions on Windows 2000.,function
